ensembl_gene_id	external_gene_name	entrezgene_id
ENSG00000282810	MIR210HG	100506211
ENSG00000275049		
ENSG00000282113		
ENSG00000282114	LINC00824	
ENSG00000274166	GOLGA6L10	643707
ENSG00000274166	GOLGA6L10	647042
ENSG00000281521		
ENSG00000276230	RNH1	6050
ENSG00000282084	UBE2Q2P2	100134869
ENSG00000280621		
ENSG00000281794	MUC20-OT1	
ENSG00000273673		
ENSG00000280552		101927829
ENSG00000275430	MUC20	200958
ENSG00000276468	KIR2DP1	
ENSG00000281216	KIF26B	55083
ENSG00000281901		
ENSG00000273822	MUC4	4585
ENSG00000276613	MUC4	4585
ENSG00000281427	RPL7AP55	
ENSG00000273953	OR10A3	26496
ENSG00000276025	OR5P2	120065
ENSG00000280497	OR5E1P	
ENSG00000278253	OR5P3	120066
ENSG00000276451	OR10A6	390093
ENSG00000276780	NLRP10	338322
ENSG00000277709	KIR3DL2	3812
ENSG00000280750		
ENSG00000276875	KIR3DL3	115653
ENSG00000280613	NDUFA6-DT	
ENSG00000281367		283299
ENSG00000278379	U6	
ENSG00000280983		
ENSG00000277429	SERF1B	8293
ENSG00000277429	SERF1B	728492
ENSG00000280821		
ENSG00000272835	SMDT1	91689
ENSG00000275921		3806
ENSG00000278360		
ENSG00000276139	KIR2DS2	100132285
ENSG00000273194	OLA1P1	
ENSG00000273397	NDUFA6	4700
ENSG00000274146	KIR3DL1	3811
ENSG00000276145	TARM1	441864
ENSG00000272532	CYP2D6	1565
ENSG00000272532	CYP2D6	107987478
ENSG00000272532	CYP2D6	107987479
ENSG00000285263		
ENSG00000277025	MBOAT7	79143
ENSG00000276068	NAIP	4671
ENSG00000275658	KIR2DL3	3804
ENSG00000276082	CNOT3	4849
ENSG00000276387	KIR2DS1	3802
ENSG00000276825	DRD4	1815
ENSG00000281603	MUC20-OT1	
ENSG00000273753	KIR2DP1	
ENSG00000282712	DEAF1	10522
ENSG00000275838	KIR3DL2	3812
ENSG00000261905		
ENSG00000261893	CLK2	1196
ENSG00000280815	OR2AS2P	
ENSG00000278659	OR2T6	254879
ENSG00000275754	OR2T2	401992
ENSG00000281417		
ENSG00000272000		101929829
ENSG00000275617	OR2T4	127074
ENSG00000273944	RDH13	112724
ENSG00000276561	IRF7	3665
ENSG00000281489	OR2T7	81458
ENSG00000273508	OR2T1	26696
ENSG00000275544	BDH1	622
ENSG00000277113	OR2T3	343173
ENSG00000281094		
ENSG00000274672	TSEN34	79042
ENSG00000274889	TARM1	441864
ENSG00000278114	MUC20	200958
ENSG00000275102	OR2T5	401993
ENSG00000281161		
ENSG00000276342	TMEM179	388021
ENSG00000276159	VSTM1	284415
ENSG00000226463	OR2W1	26692
ENSG00000281658		
ENSG00000272603	NOP56P1	
ENSG00000224229		
ENSG00000241408		
ENSG00000236927	OR14J1	442191
ENSG00000234495	TRIM27	5987
ENSG00000276065	GP6	51206
ENSG00000274126	C14orf180	400258
ENSG00000281742	MCCC2	64087
ENSG00000278468	MUC4	4585
ENSG00000277629	NCR1	9437
ENSG00000274545	LILRP1	
ENSG00000262785	PKLR	5313
ENSG00000278490	KIR3DL3	115653
ENSG00000276572	KIR3DL3	115653
ENSG00000275399	NLRP2	55655
ENSG00000276798	LILRA4	23547
ENSG00000280518		
ENSG00000274873		147798
ENSG00000234411	HCG14	414760
ENSG00000276536	HRAS	3265
ENSG00000272613	RPL13P	
ENSG00000272793		
ENSG00000225351	ZNF311	282890
ENSG00000274803	BDP1	55814
ENSG00000281184	PSMB1	5689
ENSG00000280722		
ENSG00000281761		
ENSG00000275333	FAM120B	84498
ENSG00000280611		
ENSG00000274566	GP6	51206
ENSG00000281360		
ENSG00000280749		
ENSG00000275935	LENG1	79165
ENSG00000272857	LINC01623	
ENSG00000281800	ICE2P1	
ENSG00000281580	LINC01060	401164
ENSG00000235788	LINC01015	100507362
ENSG00000273943	CNOT3	4849
ENSG00000233054	OR2B3	442184
ENSG00000276363	VSTM1	284415
ENSG00000228147	HCG22	285834
ENSG00000276163	LAIR1	3903
ENSG00000277076	KIR2DL4	3805
ENSG00000263037	MTX1P1	
ENSG00000262734		
ENSG00000281482	RPL7AP27	
ENSG00000263290	SCAMP3	10067
ENSG00000235915	LST1	7940
ENSG00000280865		
ENSG00000280521	SDHAP2	
ENSG00000277824	NCR1	9437
ENSG00000277753	MUC20	200958
ENSG00000262599	DENND11	57189
ENSG00000282005	LMNTD2-AS1	692247
ENSG00000280482		
ENSG00000278426	LENG1	79165
ENSG00000281821		
ENSG00000273859	RASSF7	8045
ENSG00000277071	NLRP7	199713
ENSG00000261994	WEE2-AS1	285962
ENSG00000278081	RPS9	6203
ENSG00000278303	MUC4	4585
ENSG00000279577		
ENSG00000275641	PCGF7P	
ENSG00000279552	ZNF729	100287226
ENSG00000263231		
ENSG00000276219	ZNF676	163223
ENSG00000262446	GBA	2629
ENSG00000279902		
ENSG00000274875	ZNF92P2	
ENSG00000279731		
ENSG00000279661	MTDHP5	
ENSG00000280210	VN1R85P	
ENSG00000279984	BNIP3P31	
ENSG00000275474	RDH13	112724
ENSG00000279350	BNIP3P30	
ENSG00000275323	RPS9	6203
ENSG00000278634	LILRA2	11027
ENSG00000262771	SSBP1	6742
ENSG00000274953	VSTM1	284415
ENSG00000277776	NLRP7	199713
ENSG00000275555	DLL1	28514
ENSG00000273572	CDHR5	53841
ENSG00000281038	OR8U9	504190
ENSG00000263150	OR8J2	
ENSG00000281773	FAM8A2P	
ENSG00000281819	NAA50P1	
ENSG00000276982	OSCAR	126014
ENSG00000262315	OR8U8	504189
ENSG00000280577	OR8L1P	
ENSG00000261897	OR5T3	390154
ENSG00000262851	OR5T2	219464
ENSG00000280592	LINC01624	401289
ENSG00000280617	OR8K2P	
ENSG00000280712	OR8I1P	
ENSG00000280883		285804
ENSG00000262755	OR8K3	219473
ENSG00000262611	OR8H1	219469
ENSG00000262784	OR5T1	390155
ENSG00000281820	RPL5P29	
ENSG00000263328	OR8K1	390157
ENSG00000262796	OR8J1	219477
ENSG00000275349	SMN1	6606
ENSG00000277733	MBOAT7	79143
ENSG00000276804	NLRP7	199713
ENSG00000275165	TSEN34	79042
ENSG00000276296	TFPT	29844
ENSG00000226271	OR2J3	442186
ENSG00000281650		
ENSG00000231904	HLA-H	
ENSG00000275887	KIR3DP1	
ENSG00000231179	MICB	4277
ENSG00000275979	CNOT3	4849
ENSG00000281321	LINC02197	
ENSG00000274050	GP6	51206
ENSG00000277006	DEFB104B	503618
ENSG00000275086	TFPT	29844
ENSG00000262327	AGK	55750
ENSG00000275546	KIR2DL2	3803
ENSG00000285240		
ENSG00000281210		
ENSG00000275581	SERF1A	8293
ENSG00000274729	DEFB105B	245908
ENSG00000274729	DEFB105B	504180
ENSG00000274894	PRPF31	26121
ENSG00000274540	PRR23D1	100131608
ENSG00000274540	PRR23D1	100133251
ENSG00000263042	WEE2	494551
ENSG00000275444	DEFB4B	1673
ENSG00000275444	DEFB4B	100289462
ENSG00000278827		
ENSG00000281040	FAM90A7	441317
ENSG00000281040	FAM90A7	441327
ENSG00000277807	LILRB1	10859
ENSG00000273641	DEFB103B	55894
ENSG00000273519	U6	
ENSG00000277923	MBOAT7	79143
ENSG00000262671		
ENSG00000277802		
ENSG00000262656	U1	
ENSG00000276378	DEFB108C	
ENSG00000276979	KIR2DL4	3805
ENSG00000281407	FAM90A22	645558
ENSG00000273785	CYP2D8P	
ENSG00000280960	OR7E157P	
ENSG00000282496	HSPD1P3	
ENSG00000281150	FAM90A21P	
ENSG00000274195	ZNF705G	100131980
ENSG00000273642	NDUFA3	4696
ENSG00000263324	HCN3	57657
ENSG00000276209	KIR2DS4	3809
ENSG00000278088	CYP2D7	
ENSG00000276421	PRPF31	26121
ENSG00000277530	DEFB107B	245910
ENSG00000277530	DEFB107B	503614
ENSG00000275843	NLRP2	55655
ENSG00000230754	OR2U2P	
ENSG00000275724	NDUFA3	4696
ENSG00000237703	TRIM10	10107
ENSG00000278288	LILRP2	79166
ENSG00000280471	FAM90A6P	
ENSG00000278656	KIR3DL2	3812
ENSG00000274405	SPAG11B	10407
ENSG00000275551	OSCAR	126014
ENSG00000282598		
ENSG00000274473	SCT	6343
ENSG00000262666	FAM189B	10712
ENSG00000288613		
ENSG00000282367	PTDSS2	81490
ENSG00000276066	VSTM1	284415
ENSG00000274703	OSCAR	126014
ENSG00000275794	DEFB106B	503841
ENSG00000235714	MICG	
ENSG00000236967	RNF39	80352
ENSG00000281561		
ENSG00000280677	FAM66B	
ENSG00000280939		
ENSG00000278789	NLRP2	55655
ENSG00000281862	FAM90A23	645572
ENSG00000236614	ZNF90P2	
ENSG00000231350	MUC21	394263
ENSG00000224642	HCG15	
ENSG00000235722	TRIM31-AS1	104533120
ENSG00000228978	TNF	7124
ENSG00000232289	OR11A1	26531
ENSG00000282155		
ENSG00000282226	LINC03015	
ENSG00000276420	PRAMEF5	343068
ENSG00000277457	LENG1	79165
ENSG00000277667		147798
ENSG00000281767		
ENSG00000281429	FAM20C	56975
ENSG00000234096	MOG	4340
ENSG00000278296	U6	
ENSG00000277996		147798
ENSG00000282075	LINC03014	100507642
ENSG00000274771	U6	
ENSG00000281993		
ENSG00000281788		
ENSG00000274107		
ENSG00000281349		105375115
ENSG00000276816	PRAMEF22	
ENSG00000277853	PRAMEF18	391003
ENSG00000281317	BTG3-AS1	110806272
ENSG00000274005	RPS9	6203
ENSG00000281484	BTG3	10950
ENSG00000281121		
ENSG00000281229		
ENSG00000280946		
ENSG00000281597		
ENSG00000281073		
ENSG00000278365	NDUFA3	4696
ENSG00000278021	PRAMEF8	391002
ENSG00000274638	NLRP2	55655
ENSG00000274533	KIR2DS4	3809
ENSG00000278355	LILRA5	353514
ENSG00000275118	MBOAT7	79143
ENSG00000233636	OR2J3	442186
ENSG00000276739	KIR3DL2	3812
ENSG00000274109	HNRNPCL2	440563
ENSG00000228840	RPS17P1	
ENSG00000243441	OR5V1	81696
ENSG00000280972		
ENSG00000280542		
ENSG00000226109		
ENSG00000276299	PRAMEF25	441873
ENSG00000276299	PRAMEF25	645359
ENSG00000230745	MICD	
ENSG00000280882		
ENSG00000273833	TFPT	29844
ENSG00000231320	OR2G1P	
ENSG00000234100	OR14J1	442191
ENSG00000234980	WASF5P	
ENSG00000224131		
ENSG00000223851	PTMAP1	
ENSG00000224736	HLA-V	352962
ENSG00000278846	OLA1P1	
ENSG00000280556		
ENSG00000280880		
ENSG00000281542		
ENSG00000277953	PRPF31	26121
ENSG00000277365	NDUFA6	4700
ENSG00000281711		
ENSG00000274941	CNOT3	4849
ENSG00000273865	HNRNPCL4	101060301
ENSG00000276370	PRAMEF33	645382
ENSG00000237258	OR11A1	26531
ENSG00000281573	PRAMEF9	343070
ENSG00000225188	LINC03003	101929006
ENSG00000274112	SMDT1	91689
ENSG00000239741	LY6G6F	259215
ENSG00000275211	CYP2D6	1565
ENSG00000275211	CYP2D6	107987478
ENSG00000275211	CYP2D6	107987479
ENSG00000282257		
ENSG00000252239	U6	
ENSG00000275193	MYL6P5	
ENSG00000224241	TMEM183AP1	
ENSG00000231094	PSORS1C1	170679
ENSG00000278362	NCR1	9437
ENSG00000273896	TSEN34	79042
ENSG00000226727	HLA-T	
ENSG00000228652	OR2W1	26692
ENSG00000277263	HLA-DRA	3122
ENSG00000236560	PPP1R11	6992
ENSG00000276628	LENG1	79165
ENSG00000275798	BTNL2	56244
ENSG00000275661		
ENSG00000276351		
ENSG00000276345		107987373
ENSG00000275123	TARM1	441864
ENSG00000276766	NDUFA3	4696
ENSG00000273916	NCR1	9437
ENSG00000273532		
ENSG00000273506	NCR1	9437
ENSG00000281848	TOMM40P4	
ENSG00000274362	CDRT15P3	408029
ENSG00000281630	MUC20	200958
ENSG00000274392		
ENSG00000226494	RPL7P4	
ENSG00000237050	TRIM31-AS1	104533120
ENSG00000237120		
ENSG00000233465	RPL7AP7	
ENSG00000223448	LTB	4050
ENSG00000274504	RDH13	112724
ENSG00000274905		147798
ENSG00000281418	SDHAP2	
ENSG00000276061	NDUFA3	4696
ENSG00000281654		
ENSG00000281583		
ENSG00000281424		
ENSG00000280545		
ENSG00000274131	CEACAM4	1089
ENSG00000231319	OR2B3	442184
ENSG00000231041	LINC01556	
ENSG00000233853		
ENSG00000276341	RDH13	112724
ENSG00000233700	TMPOP1	
ENSG00000239836	PSMB9	5698
ENSG00000280470	CEACAMP3	
ENSG00000276461	TCF20	6942
ENSG00000274078	TSEN34	79042
ENSG00000274857	PLEKHA3P1	
ENSG00000281505	DNAJC19P2	
ENSG00000278565	CEACAM21	90273
ENSG00000277359	RPS9	6203
ENSG00000280811	NDUFA6-DT	
ENSG00000275196	KIR2DL1	3802
ENSG00000273884	LILRA3	11026
ENSG00000282475	GOLGA6L24P	440243
ENSG00000282475	GOLGA6L24P	645202
ENSG00000278519	MBOAT7	79143
ENSG00000273564	FAM189A1	23359
ENSG00000262145	ATP23	91419
ENSG00000237051	GABBR1	2550
ENSG00000278270	RPS9	6203
ENSG00000281659	DNAJC19P3	
ENSG00000276944	TPM3P5	
ENSG00000280726		
ENSG00000276312		
ENSG00000276700	RNA5-8SN4	109864274
ENSG00000275757	5_8S_rRNA	
ENSG00000280540	LINC01480	
ENSG00000273739		
ENSG00000277179	NLRP7	199713
ENSG00000280501	CEACAM7	1087
ENSG00000274174	NLRP7	199713
ENSG00000282185	PTPRN2	5799
ENSG00000278384		
ENSG00000282190	MPHOSPH10P7	
ENSG00000282368		
ENSG00000281382		
ENSG00000282422		
ENSG00000282696		
ENSG00000262819		
ENSG00000281556		
ENSG00000229942	IFITM4P	
ENSG00000262201	LINC02403	105369785
ENSG00000276495	APBA2	321
ENSG00000232997	ZNF90P2	
ENSG00000223898	OR11A1	26531
ENSG00000262082		
ENSG00000262349	GIHCG	
ENSG00000281224		
ENSG00000276720		
ENSG00000226832	OR2B3	442184
ENSG00000262776	RN7SKP65	
ENSG00000277751	LILRB2	10288
ENSG00000233095	HLA-G	3135
ENSG00000278533	OSCAR	126014
ENSG00000276033	KIR3DX1	
ENSG00000275434	KIR3DS1	3813
ENSG00000275539	LILRA6	79168
ENSG00000226799	LINC03003	101929006
ENSG00000227858	ZFP57	346171
ENSG00000229469	OR2H5P	
ENSG00000242289	OR5V1	81696
ENSG00000227576	GPR53P	
ENSG00000280748		
ENSG00000225550	OR2J2	26707
ENSG00000225305	TMEM183AP1	
ENSG00000278670	GP6	51206
ENSG00000227384	HLA-DRB9	
ENSG00000264619	MSH5-SAPCD1	
ENSG00000274538	PHLDA2	7262
ENSG00000281743		
ENSG00000281237	SDHAP2	
ENSG00000278191	CARS1	833
ENSG00000274843	MUC20	200958
ENSG00000262927	FAM138D	677784
ENSG00000276051	HLA-G	3135
ENSG00000262226		
ENSG00000262016		
ENSG00000262607	IQSEC3	440073
ENSG00000263238	CTSO	1519
ENSG00000276263	TFPT	29844
ENSG00000282781		
ENSG00000282147	FAM20C	56975
ENSG00000282038		
ENSG00000274651	PRPF31	26121
ENSG00000276802	HERC2	8924
ENSG00000282309		105375115
ENSG00000282645		
ENSG00000282181	MROH5	389690
ENSG00000281951		
ENSG00000282557		
ENSG00000282333		
ENSG00000277106	SPPL2C	162540
ENSG00000282662	LINC03015	
ENSG00000274739	KIR2DS5	3810
ENSG00000262505	ASIC5	51802
ENSG00000282052	RPS7P11	
ENSG00000281927		
ENSG00000282171	LINC02210	147081
ENSG00000278415	FCAR	2204
ENSG00000282575		
ENSG00000262635	TDO2	6999
ENSG00000237010	HCG14	414760
ENSG00000241124		
ENSG00000282477		
ENSG00000282461	LINC03014	100507642
ENSG00000237544	MAS1LP1	
ENSG00000282594	LINC01300	731779
ENSG00000228706	HCG4	
ENSG00000272877	DDX11L8	
ENSG00000235666	SUMO2P1	
ENSG00000236522	MDC1-AS1	106478956
ENSG00000282573		
ENSG00000196299	ZNRD1ASP	80862
ENSG00000282315	HNRNPA1P38	
ENSG00000263137		574538
ENSG00000282385		
ENSG00000275575	PTP4A3	11156
ENSG00000282291	SLC39A11	201266
ENSG00000273655		
ENSG00000282523		
ENSG00000277178	TARM1	441864
ENSG00000282799	KANSL1-AS1	644246
ENSG00000282799	KANSL1-AS1	107984142
ENSG00000276504	TFPT	29844
ENSG00000282540	WHAMMP2	
ENSG00000262193	IQSEC3-AS1	
ENSG00000275583		100132285
ENSG00000282002		
ENSG00000282351	MAPK8IP1P2	
ENSG00000262435	WASH8P	100288778
ENSG00000282006		
ENSG00000282733	NSFP1	
ENSG00000231580	RPL32P1	
ENSG00000282073		
ENSG00000234305	OR2J1	442185
ENSG00000282145		
ENSG00000262217	SLC5A8	160728
ENSG00000282224		
ENSG00000277641	WNT3	7473
ENSG00000277641	WNT3	101929777
ENSG00000282479	ABCB10P3	
ENSG00000235697	DDX39BP1	
ENSG00000277480	HCG4P8	
ENSG00000282676		
ENSG00000277090	GOLGA8G	283768
ENSG00000227222	DHX16	8449
ENSG00000282643	DLGAP2-AS1	100507435
ENSG00000275181	GPR20	2843
ENSG00000274161	DLGAP2	9228
ENSG00000282614	DND1P1	
ENSG00000281982		
ENSG00000275564	FCAR	2204
ENSG00000262139	ANO4	121601
ENSG00000276907	ARHGAP27	201176
ENSG00000276275		
ENSG00000235754	APOM	55937
ENSG00000277517		
ENSG00000277409	MAMDC2-AS1	
ENSG00000278608	MAMDC2	256691
ENSG00000263114		
ENSG00000261867	U6	
ENSG00000233964	HLA-K	
ENSG00000229040		
ENSG00000232804	HSPA1B	3304
ENSG00000278120	KIR2DS1	3806
ENSG00000232569	GABBR1	2550
ENSG00000278707	KIR3DL2	3812
ENSG00000276287		
ENSG00000275984		
ENSG00000276551		
ENSG00000275918	KIR3DX1	
ENSG00000282779		
ENSG00000282567	HERC2P1	
ENSG00000281377	LINC01596	105377617
ENSG00000274806	U2	
ENSG00000281610	HSP90AA4P	
ENSG00000277361	OCA2	4948
ENSG00000280513	LINC01262	101928971
ENSG00000280853		
ENSG00000281787	FRG1-DT	728339
ENSG00000233312	C4B_2	100293534
ENSG00000274208	U1	
ENSG00000278613	NAIP	4671
ENSG00000275463	LILRB2	10288
ENSG00000282336	RPH3AL-AS2	
ENSG00000275886	RPH3AL-AS1	
ENSG00000282013	RPH3AL	9501
ENSG00000274412	KIR2DL2	3803
ENSG00000282544		
ENSG00000282545	RPL5P32	
ENSG00000282060		
ENSG00000282072		
ENSG00000282660		
ENSG00000282655	PDCD6IPP2	
ENSG00000278697		
ENSG00000282623		
ENSG00000277783		
ENSG00000273605		
ENSG00000282004	ABCB10P4	
ENSG00000278186	GOLGA8M	653720
ENSG00000273741		
ENSG00000282503		
ENSG00000282169		
ENSG00000276912	KIR3DP1	
ENSG00000282130	NSMCE3	56160
ENSG00000281925		
ENSG00000282417	HERC2P9	440248
ENSG00000274143	KIR2DL5A	57292
ENSG00000274926	KIR2DL1	3802
ENSG00000277281	MUC6	4588
ENSG00000282105	RPL41P2	
ENSG00000282444	GOLGA6L25P	100132202
ENSG00000282198		
ENSG00000282648		100289656
ENSG00000282023		
ENSG00000282118		
ENSG00000278310	GOLGA8F	100132565
ENSG00000237366	OR2U1P	
ENSG00000224925		
ENSG00000223687	ZNF311	282890
ENSG00000274921	KIR2DS4	3809
ENSG00000249032	LINC00533	387055
ENSG00000226844	OR2U2P	
ENSG00000237634	LINC01556	
ENSG00000235487	PSORS1C1	170679
ENSG00000278466	MUC2	4583
ENSG00000282357		
ENSG00000275577	VSTM1	284415
ENSG00000276439	Metazoa_SRP	
ENSG00000282620	MAPT-IT1	100130148
ENSG00000282426		
ENSG00000275917	CHRFAM7A	89832
ENSG00000282032		
ENSG00000232302	RPS17P1	
ENSG00000274039		
ENSG00000282491		
ENSG00000232178	OR2J3	442186
ENSG00000276497	APBA1	320
ENSG00000223708		
ENSG00000234092	OR2H4P	
ENSG00000223840	TRIM26BP	
ENSG00000282727		
ENSG00000234063	MUC22	100507679
ENSG00000282307	SERPINF1	5176
ENSG00000276799	WNT9B	7484
ENSG00000276932	Y_RNA	
ENSG00000249814	RPSAP2	
ENSG00000234417		
ENSG00000230995	PPP1R10	5514
ENSG00000276336	SCARF1	8578
ENSG00000276887	TTYH1	57348
ENSG00000280745		
ENSG00000282067	MAPT-AS1	
ENSG00000274498	KIR3DP1	
ENSG00000273911	KIR3DL2	3812
ENSG00000282325		
ENSG00000282456	LINC02210-CRHR1	1394
ENSG00000282456	LINC02210-CRHR1	104909134
ENSG00000277419	U6	
ENSG00000274734	ARHGAP11B	89839
ENSG00000282723	MAPK8IP1P1	
ENSG00000282563		
ENSG00000282331	LRRC37A4P	
ENSG00000279830	NDUFB9P1	
ENSG00000274513	LILRB2	10288
ENSG00000277606		
ENSG00000282361		
ENSG00000273839	Metazoa_SRP	
ENSG00000276367	U8	
ENSG00000276262	NSF	4905
ENSG00000272803	PRH2	5555
ENSG00000277980	Y_RNA	
ENSG00000275568	ARHGAP11A	9824
ENSG00000282711	TRBV11-1	
ENSG00000276463	TAF9	6880
ENSG00000282704	TRBV7-6	
ENSG00000281524	LINC02688	101927503
ENSG00000282618	TRBV10-1	
ENSG00000282236	TRBV5-2	
ENSG00000281385	AP2A2	161
ENSG00000282756	TRBV7-4	
ENSG00000282577	TRBV5-5	
ENSG00000282505		
ENSG00000273954	LINC01194	
ENSG00000282242	TRBV11-3	
ENSG00000262531		
ENSG00000262111	TAS2R30	259293
ENSG00000282423	TRBV1	
ENSG00000282621	TRBV19	
ENSG00000263028	TAS2R19	259294
ENSG00000282354	TRBV12-4	
ENSG00000273323	NOP56P1	
ENSG00000236934	LINC02569	
ENSG00000272712	TAS2R8	50836
ENSG00000218297	OR2J4P	
ENSG00000282225	TRBV7-1	
ENSG00000272907		
ENSG00000234893	HCG18	414777
ENSG00000273326	TAS2R7	50837
ENSG00000281963	TRBV25-1	
ENSG00000274332	LRRC37A2	474170
ENSG00000281078	IGKV1D-8	
ENSG00000262829		
ENSG00000282483	TRBV17	
ENSG00000275777	IGKV3D-7	
ENSG00000273431	TAS2R50	259296
ENSG00000282148	TRBV5-3	
ENSG00000237295	HNRNPA1P2	
ENSG00000272751		
ENSG00000281943	TRBV7-9	
ENSG00000262612	TAS2R43	259289
ENSG00000262612	TAS2R43	259291
ENSG00000236250	STK19	8859
ENSG00000261984	TAS2R14	50840
ENSG00000261984	TAS2R14	106707243
ENSG00000282748	TRBV5-7	
ENSG00000280569		
ENSG00000280572	IGKV1OR2-118	
ENSG00000275644	OSCAR	126014
ENSG00000282234	TRBV27	
ENSG00000280491		
ENSG00000274741		
ENSG00000281759		
ENSG00000273086	TAS2R9	50835
ENSG00000282506	TRBV7-2	
ENSG00000273715		
ENSG00000280768		
ENSG00000282462	TRBV21-1	
ENSG00000261853		
ENSG00000274348	TRPV5	56302
ENSG00000261936	TAS2R45	259291
ENSG00000278096		101928924
ENSG00000263097	TAS2R31	259290
ENSG00000273457	TAS2R13	50838
ENSG00000276618	RAD17	5884
ENSG00000281493	IGLV3-31	
ENSG00000262525	TAS2R46	259292
ENSG00000282764	KSR1P1	
ENSG00000274575	IGLV1-40	
ENSG00000282178	IGKV1OR10-1	
ENSG00000282271		
ENSG00000273092	TAS2R20	259295
ENSG00000282372	PABPC1P8	
ENSG00000273144	TAS2R15P	
ENSG00000281326		
ENSG00000225567	OR2AD1P	
ENSG00000281502	ASH2LP1	
ENSG00000235668		
ENSG00000262293		
ENSG00000281296	LL22NC03-63E9.3	648691
ENSG00000206470	MAS1L	116511
ENSG00000263247	PRR4	5554
ENSG00000263247	PRR4	11272
ENSG00000226858	ZFP57	346171
ENSG00000281031	IGLV3-30	
ENSG00000206467	OR2H2	7932
ENSG00000274854	IGLV1-44	
ENSG00000280866	IGLV3-32	
ENSG00000281979		
ENSG00000231257	ATAT1	79969
ENSG00000277421	ZNF280B	140883
ENSG00000282813	ARMC10	83787
ENSG00000223405	DDR1-DT	
ENSG00000272629	LINC01623	
ENSG00000184494	NEU1	4758
ENSG00000282076	KCNQ1	3784
ENSG00000280941	IGLVI-38	
ENSG00000241701	HCG17	414778
ENSG00000281055	IGLV2-34	
ENSG00000281471	IGLV5-37	
ENSG00000228894	HCG18	414777
ENSG00000274965	TRPM1	4308
ENSG00000278293	IGLV7-43	
ENSG00000281074	IGLVVII-41-1	
ENSG00000281361	IGLVI-42	
ENSG00000281565	IGLV1-41	
ENSG00000276358	PLEKHM1	9842
ENSG00000273737	IGLV1-36	
ENSG00000275499	ZNF280A	129025
ENSG00000274796	TSEN34	79042
ENSG00000282343	KCNQ1-AS1	338653
ENSG00000275246	TLCD2	727910
ENSG00000281536		
ENSG00000281345	IGLV2-33	
ENSG00000282515		105379627
ENSG00000273562	NAP1L4	4676
ENSG00000276186	RNU6-1025P	
ENSG00000281145	IGLV5-45	
ENSG00000282029		
ENSG00000275013	PRAME	23532
ENSG00000276021	WDR81	124997
ENSG00000282063	RPL23AP95	
ENSG00000282026	DPY19L2P2	349152
ENSG00000231960		
ENSG00000238226	HLA-DQB1-AS1	106480429
ENSG00000226437	TRIM39	56658
ENSG00000275304	U6	
ENSG00000275633	GP6	51206
ENSG00000280786		
ENSG00000281284	MAPT-IT1	100130148
ENSG00000274137	MYOM2	9172
ENSG00000274571	NLRP7	199713
ENSG00000276155	MAPT	4137
ENSG00000262986	SMIM10L1	100129361
ENSG00000263083	TAS2R64P	
ENSG00000272805	TAS2R10	50839
ENSG00000272718		
ENSG00000263158	TAS2R63P	
ENSG00000282605	TRBV12-5	
ENSG00000239927	RPP21	79897
ENSG00000239927	RPP21	202658
ENSG00000282589	TRBJ2-2P	
ENSG00000231325	LY6G5C	80741
ENSG00000282303	PRSS3P3	
ENSG00000278300	KIR2DS2	100132285
ENSG00000281957	TRBJ1-6	
ENSG00000282215	TRBJ1-5	
ENSG00000282436	TRBV11-2	
ENSG00000282064	TRBV20-1	
ENSG00000282543		
ENSG00000274202	U2	
ENSG00000276191	CRHR1	1394
ENSG00000276191	CRHR1	104909134
ENSG00000282007	TRBV10-2	
ENSG00000275821	LLCFC1	135927
ENSG00000276323	TFPT	29844
ENSG00000137394	TRIM10	10107
ENSG00000275723	NAPEPLD	222236
ENSG00000282204	TRBV9	
ENSG00000282295	PRSS3P1	
ENSG00000276220	NDUFA3	4696
ENSG00000281981	TRBC1	
ENSG00000282488	TRBJ2-1	
ENSG00000236587		
ENSG00000282170	PRSS59P	207147
ENSG00000276826	RDH13	112724
ENSG00000237724	HSPA1A	3303
ENSG00000273991	LILRB5	10990
ENSG00000225838	OR2P1P	
ENSG00000230574	NOP56P1	
ENSG00000227228	UBDP1	
ENSG00000226796	OR2H5P	
ENSG00000206446	HLA-F-AS1	285830
ENSG00000278322	MBOAT7	79143
ENSG00000276971	TRPV6	55503
ENSG00000236251	HSPA1L	3305
ENSG00000232272		
ENSG00000237006		
ENSG00000281900		
ENSG00000233490	GPSM3	63940
ENSG00000281400		
ENSG00000281065		100652871
ENSG00000275796	NLRP2	55655
ENSG00000280940		
ENSG00000280754		
ENSG00000280825	IGLV7-35	
ENSG00000277730	SCGB1C2	653486
ENSG00000280929		
ENSG00000273579	C22orf15	150248
ENSG00000232253		
ENSG00000229552	HLA-T	
ENSG00000206523	OR2J1	442185
ENSG00000273122	RPL13P	
ENSG00000231973	OR2I1P	442197
ENSG00000228738	TSBP1-AS1	414764
ENSG00000229714	ZNF90P2	
ENSG00000206450	HLA-B	3106
ENSG00000226139		102725019
ENSG00000282365	LINC02091	
ENSG00000262993	KRT31	3881
ENSG00000231321	RXRB	6257
ENSG00000262334	RPH3AL	9501
ENSG00000281670	CABIN1	23523
ENSG00000276636		
ENSG00000275117	PRPF31	26121
ENSG00000275837	SMARCB1	6598
ENSG00000278624	AZU1	566
ENSG00000262591	TBC1D3P7	
ENSG00000278550	SLC43A2	124935
